#,Url,Title
69,https://www.bbc.com/news/technology-52961835,Xbox Series X: Microsoft tailors launch plans for the pandemic
70,https://www.bbc.com/news/technology-53142676,Mixer: Microsoft abandons gaming app in Facebook deal
71,https://www.bbc.com/news/technology-53320715,Microsoft and Zoom join Hong Kong data 'pause'
72,https://www.bbc.com/news/technology-53503710,Slack makes EU antitrust claim against Microsoft over Teams
73,https://www.bbc.com/news/technology-53656462,Microsoft's TikTok grab: Inspired or naive?
74,https://www.bbc.com/news/technology-53811956,Microsoft Flight Simulator: The entire world in a game
75,https://www.bbc.com/news/technology-53888087,Fortnite Apple row: Microsoft backs Epic in court filing
76,https://www.bbc.com/news/technology-53984114,Deepfake detection tool unveiled by Microsoft
77,https://www.bbc.com/news/technology-54071734,Xbox Series S: Microsoft confirms price and release date
78,https://www.bbc.com/news/technology-54146718,Microsoft's underwater data centre resurfaces after two years
79,https://www.bbc.com/news/technology-54423988,Excel: Why using Microsoft's tool caused Covid-19 results to be lost
80,https://www.bbc.com/news/technology-54449164,Microsoft probed over aim to double black staff numbers
81,https://www.bbc.com/news/technology-55133141,Microsoft files patent to record and score meetings on body language
82,https://www.bbc.com/news/technology-55649488,CES 2021: Microsoft's Brad Smith slams SolarWinds 'indiscriminate assault'
83,https://www.bbc.com/news/technology-56195869,"Bill Gates: Bitcoin not for me, says ex-Microsoft chief"
84,https://www.bbc.com/news/technology-56321567,European Banking Authority hit by Microsoft Exchange hack
85,https://www.bbc.com/news/technology-56325784,Microsoft email server hacks put Biden in a bind
86,https://www.bbc.com/news/technology-56328980,Microsoft-led team retracts quantum 'breakthrough'
87,https://www.bbc.com/news/technology-56347877,Microsoft Mesh: Will it change how we collaborate?
88,https://www.bbc.com/news/technology-56372188,"Microsoft hack: 3,000 UK email servers remain unsecured"
89,https://www.bbc.com/news/technology-56602321,Microsoft's Cortana silenced as Siri gets new voice
90,https://www.bbc.com/news/technology-56840169,Met Office and Microsoft to build climate supercomputer
91,https://www.bbc.com/news/technology-57122120,Microsoft president: Orwell’s 1984 could happen in 2024
92,https://www.bbc.com/news/technology-57186266,Farewell (again) to Microsoft's Internet Explorer
93,https://www.bbc.com/news/technology-57464057,"E3 2021: Microsoft shows off Halo Infinite, Starfield and Forza Horizon 5"
94,https://www.bbc.com/news/technology-57598554,Microsoft unveils Windows 11 operating system
95,https://www.bbc.com/news/technology-57695586,Microsoft’s Windows 11 blue screen of death to become black
96,https://www.bbc.com/news/technology-57750138,Microsoft fixes critical PrintNightmare bug
97,https://www.bbc.com/news/technology-57750142,"Microsoft pays staff $1,500 for work in pandemic"
98,https://www.bbc.com/news/technology-57836326,"Microsoft announces Windows 365, a subscription cloud PC"
99,https://www.bbc.com/news/technology-58575954,Microsoft's passwordless plans lets users switch to app-based login
100,https://www.bbc.com/news/technology-58719674,Microsoft says failed TikTok acquisition was 'strangest thing'
101,https://www.bbc.com/news/technology-58911297,Microsoft shutting down LinkedIn in China
102,https://www.bbc.com/news/technology-59149649,Microsoft Teams adds 3D avatars as it lays out metaverse ambitions
103,https://www.bbc.com/news/technology-59165718,Microsoft's Brad Smith outlines sustainability plans at COP26
104,https://www.bbc.com/news/technology-59492429,Microsoft Edge buy now pay later scheme met with criticism
105,https://www.bbc.com/news/technology-59609998,Microsoft Teams bug blocked Android emergency call
106,https://www.bbc.com/news/technology-60621205,Microsoft stops selling products in Russia
107,https://www.bbc.com/news/technology-61810403,Microsoft retires Internet Explorer after 27 years
108,https://www.bbc.com/news/technology-62202118,Microsoft launches simulator to train drone AI systems
109,https://www.bbc.com/news/technology-62725366,"Microsoft Activision deal could lessen competition, UK watchdog finds"
110,https://www.bbc.com/news/technology-63886756,Nintendo lands Call of Duty in 10-year Microsoft deal
111,https://www.bbc.com/news/technology-64317078,"Microsoft to cut 10,000 jobs as spending slows"
112,https://www.bbc.com/news/technology-64374283,ChatGPT: Microsoft to invest billions in chatbot maker OpenAI
113,https://www.bbc.com/news/technology-64397643,Microsoft says services have recovered after widespread outage
114,https://www.bbc.com/news/technology-64570890,Microsoft deal to buy Activision opposed by UK regulator
115,https://www.bbc.com/news/technology-64717453,Microsoft defends $69bn Activision deal
116,https://www.bbc.com/news/technology-64970062,ChatGPT-style tech brought to Microsoft 365
117,https://www.bbc.com/news/technology-65545864,Google reveals AI updates as it vies with Microsoft
118,https://www.bbc.com/news/technology-65557230,UK further restricts Microsoft and Activision merge
119,https://www.bbc.com/news/technology-66217632,Call of Duty battle over after Sony deal with Microsoft
120,https://www.bbc.com/news/technology-66914338,Amazon takes on Microsoft as it invests billions in Anthropic
121,https://www.bbc.com/news/technology-67006359,Amazon and Microsoft to face cloud computing competition probe
122,https://www.bbc.com/news/technology-67066870,Microsoft Activision: What does deal mean for gamers?
123,https://www.bbc.com/news/technology-67103536,Microsoft's new AI assistant can go to meetings for you
124,https://www.bbc.com/news/technology-67127597,LinkedIn: Microsoft says 668 more jobs to go
125,https://www.bbc.com/news/technology-67379533,Microsoft says Teams and Xbox fixed in UK and Europe
126,https://www.bbc.com/news/technology-67484455,Microsoft offers to match pay of all OpenAI staff
127,https://www.bbc.com/news/technology-67578656,"OpenAI chaos not about AI safety, says Microsoft boss"
128,https://www.bbc.com/news/technology-67826601,New York Times sues Microsoft and OpenAI for ‘billions’
129,https://www.bbc.com/news/technology-67881373,Microsoft announces AI key on Windows 11 PCs
130,https://www.bbc.com/news/technology-68239644,Microsoft denies it went back on its word on Activision job cuts
131,https://www.bbc.com/news/technology-68445981,Elon Musk sues ChatGPT-maker OpenAI over Microsoft links
132,https://www.bbc.com/news/technology-68607060,British AI pioneer Mustafa Suleyman joins Microsoft
