#,Url
1,https://www.bbc.com/news/business-51101766
2,https://www.bbc.com/news/business-51654691
3,https://www.bbc.com/news/business-51883377
4,https://www.bbc.com/news/business-53015468
5,https://www.bbc.com/news/business-53444823
6,https://www.bbc.com/news/business-53456447
7,https://www.bbc.com/news/business-53628108
8,https://www.bbc.com/news/business-53654703
9,https://www.bbc.com/news/business-53933534
10,https://www.bbc.com/news/business-54143025
11,https://www.bbc.com/news/business-54482245
12,https://www.bbc.com/news/business-54691572
13,https://www.bbc.com/news/business-56261516
14,https://www.bbc.com/news/business-56598882
15,https://www.bbc.com/news/business-56722862
16,https://www.bbc.com/news/business-57147379
17,https://www.bbc.com/news/business-58890913
18,https://www.bbc.com/news/business-58923634
19,https://www.bbc.com/news/business-60034058
20,https://www.bbc.com/news/business-60241535
21,https://www.bbc.com/news/business-62158936
22,https://www.bbc.com/news/business-62980639
23,https://www.bbc.com/news/business-63394516
24,https://www.bbc.com/news/business-63911557
25,https://www.bbc.com/news/business-64047809
26,https://www.bbc.com/news/business-64155546
27,https://www.bbc.com/news/business-64394340
28,https://www.bbc.com/news/business-64562672
29,https://www.bbc.com/news/business-65332207
30,https://www.bbc.com/news/business-65407005
31,https://www.bbc.com/news/business-65410776
32,https://www.bbc.com/news/business-65422187
33,https://www.bbc.com/news/business-65888228
34,https://www.bbc.com/news/business-65899622
35,https://www.bbc.com/news/business-66184678
36,https://www.bbc.com/news/business-66184993
37,https://www.bbc.com/news/business-66197446
38,https://www.bbc.com/news/business-66578883
39,https://www.bbc.com/news/business-66875075
40,https://www.bbc.com/news/business-67080391
41,https://www.bbc.com/news/business-67085704
42,https://www.bbc.com/news/business-67657895
43,https://www.bbc.com/news/business-67839205
44,https://www.bbc.com/news/business-68144741
45,https://www.bbc.com/news/business-68705709
50,https://www.bbc.com/news/technology-49809453
51,https://www.bbc.com/news/technology-49902661
52,https://www.bbc.com/news/technology-49943037
53,https://www.bbc.com/news/technology-49943213
54,https://www.bbc.com/news/technology-50054725
55,https://www.bbc.com/news/technology-50191242
56,https://www.bbc.com/news/technology-50232902
57,https://www.bbc.com/news/technology-50287391
58,https://www.bbc.com/news/technology-51090407
59,https://www.bbc.com/news/technology-51106356
60,https://www.bbc.com/news/technology-51133811
61,https://www.bbc.com/news/technology-51149014
62,https://www.bbc.com/news/technology-51221074
63,https://www.bbc.com/news/technology-51294685
64,https://www.bbc.com/news/technology-51389623
65,https://www.bbc.com/news/technology-51828781
66,https://www.bbc.com/news/technology-52286510
67,https://www.bbc.com/news/technology-52415773
68,https://www.bbc.com/news/technology-52572383
69,https://www.bbc.com/news/technology-52961835
70,https://www.bbc.com/news/technology-53142676
71,https://www.bbc.com/news/technology-53320715
72,https://www.bbc.com/news/technology-53503710
73,https://www.bbc.com/news/technology-53656462
74,https://www.bbc.com/news/technology-53811956
75,https://www.bbc.com/news/technology-53888087
76,https://www.bbc.com/news/technology-53984114
77,https://www.bbc.com/news/technology-54071734
78,https://www.bbc.com/news/technology-54146718
79,https://www.bbc.com/news/technology-54423988
80,https://www.bbc.com/news/technology-54449164
81,https://www.bbc.com/news/technology-55133141
82,https://www.bbc.com/news/technology-55649488
83,https://www.bbc.com/news/technology-56195869
84,https://www.bbc.com/news/technology-56321567
85,https://www.bbc.com/news/technology-56325784
86,https://www.bbc.com/news/technology-56328980
87,https://www.bbc.com/news/technology-56347877
88,https://www.bbc.com/news/technology-56372188
89,https://www.bbc.com/news/technology-56602321
90,https://www.bbc.com/news/technology-56840169
91,https://www.bbc.com/news/technology-57122120
92,https://www.bbc.com/news/technology-57186266
93,https://www.bbc.com/news/technology-57464057
94,https://www.bbc.com/news/technology-57598554
95,https://www.bbc.com/news/technology-57695586
96,https://www.bbc.com/news/technology-57750138
97,https://www.bbc.com/news/technology-57750142
98,https://www.bbc.com/news/technology-57836326
99,https://www.bbc.com/news/technology-58575954
100,https://www.bbc.com/news/technology-58719674
101,https://www.bbc.com/news/technology-58911297
102,https://www.bbc.com/news/technology-59149649
103,https://www.bbc.com/news/technology-59165718
104,https://www.bbc.com/news/technology-59492429
105,https://www.bbc.com/news/technology-59609998
106,https://www.bbc.com/news/technology-60621205
107,https://www.bbc.com/news/technology-61810403
108,https://www.bbc.com/news/technology-62202118
109,https://www.bbc.com/news/technology-62725366
110,https://www.bbc.com/news/technology-63886756
111,https://www.bbc.com/news/technology-64317078
112,https://www.bbc.com/news/technology-64374283
113,https://www.bbc.com/news/technology-64397643
114,https://www.bbc.com/news/technology-64570890
115,https://www.bbc.com/news/technology-64717453
116,https://www.bbc.com/news/technology-64970062
117,https://www.bbc.com/news/technology-65545864
118,https://www.bbc.com/news/technology-65557230
119,https://www.bbc.com/news/technology-66217632
120,https://www.bbc.com/news/technology-66914338
121,https://www.bbc.com/news/technology-67006359
122,https://www.bbc.com/news/technology-67066870
123,https://www.bbc.com/news/technology-67103536
124,https://www.bbc.com/news/technology-67127597
125,https://www.bbc.com/news/technology-67379533
126,https://www.bbc.com/news/technology-67484455
127,https://www.bbc.com/news/technology-67578656
128,https://www.bbc.com/news/technology-67826601
129,https://www.bbc.com/news/technology-67881373
130,https://www.bbc.com/news/technology-68239644
131,https://www.bbc.com/news/technology-68445981
132,https://www.bbc.com/news/technology-68607060
